numenc;grupo;material;servico;descricao_servico;unidade_medida;qtde_prevista
7610373125;ADVERTENCIA,PLACAS DE;ADVERTENCIA COMPLEMENTAR - PROXIMOS...M;colocar;COLOCAR;un;1.00
7610373125;ADVERTENCIA,PLACAS DE;SALIENCIA OU LOMBADA;colocar;COLOCAR;un;1.00
7610373125;ADVERTENCIA,PLACAS DE;SALIENCIA OU LOMBADA;retirar;RETIRAR;un;3.00
7610373125;ADVERTENCIA,PLACAS DE;SALIENCIA OU LOMBADA;substituir;SUBSTITUIR;un;1.00
7610373125;ADVERTENCIA,PLACAS DE;SEMÁFORO À FRENTE;retirar;RETIRAR;un;1.00
7610373125;BRAÇOS;"BRAÇO PROJETADO EM SPU ( ALTURA LIVRE = 4,5 M ) - BR 3"" X 2.70 M";colocar;COLOCAR;un;1.00
7610373125;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";retirar;RETIRAR;pc;1.00
7610373125;REGULAMENTACAO, PLACAS DE;PARADA OBRIGATORIA;substituir;SUBSTITUIR;un;1.00
7610373125;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;substituir;SUBSTITUIR;un;3.00
7610373125;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - Término;substituir;SUBSTITUIR;un;1.00
7610374121;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;10.00
7610374121;EXTRUDADO;EXTRUDADO;pint fxl;PINTAR FAIXAS E LINHAS;m2;67.20
7610374121;HOT-SPRAY;HOT SPRAY;pint fxl;PINTAR FAIXAS E LINHAS;m2;13.20
7610374121;REGULAMENTACAO, PLACAS DE;PARADA OBRIGATORIA;colocar;COLOCAR;un;3.00
7610374121;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;colocar;COLOCAR;un;2.00
7610374121;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR -INICIO;colocar;COLOCAR;un;3.00
7610374121;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - Término;colocar;COLOCAR;un;2.00
7610375128;EXTRUDADO;EXTRUDADO;pint fxl;PINTAR FAIXAS E LINHAS;m2;68.20
7610375128;HOT-SPRAY;HOT SPRAY;pint fxl;PINTAR FAIXAS E LINHAS;m2;3.00
7610384127;REGULAMENTACAO, PLACAS DE;PROIBIDO PARAR E ESTACIONAR -  PERMITIDO EMBARQUE E DESEMBARQUE - ONIBUS E MICROONIBUS - INICIO;colocar;COLOCAR;un;1.00
7610384127;REGULAMENTACAO, PLACAS DE;PROIBIDO PARAR E ESTACIONAR -  PERMITIDO EMBARQUE E DESEMBARQUE - ONIBUS E MICROONIBUS - TERMINO;colocar;COLOCAR;un;2.00
7610384127;REGULAMENTACAO, PLACAS DE;SENTIDO DE CIRCULAÇÃO DA VIA / PISTA;colocar;COLOCAR;un;1.00
7610384127;REGULAMENTACAO, PLACAS DE;SENTIDO DE CIRCULAÇÃO DA VIA / PISTA;retirar;RETIRAR;un;1.00
7610385123;ADVERTENCIA,PLACAS DE;ADVERTENCIA COMPLEMENTAR - A... METROS;recolocar;RECOLOCAR;un;1.00
7610385123;ADVERTENCIA,PLACAS DE;SALIENCIA OU LOMBADA;recolocar;RECOLOCAR;un;1.00
7610385123;ADVERTENCIA,PLACAS DE;Saliência ou Lombada - Seta à esquerda;recolocar;RECOLOCAR;un;1.00
7610385123;ADVERTENCIA,PLACAS DE;Saliência ou Lombada - Seta à esquerda;substituir;SUBSTITUIR;un;1.00
7610385123;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";recolocar;RECOLOCAR;pc;2.00
7610385123;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;colocar;COLOCAR;un;5.00
7610385123;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - Término;colocar;COLOCAR;un;1.00
7610385123;REGULAMENTACAO, PLACAS DE;"VELOCIDADE MÁXIMA PERMITIDA - 20km/h""";colocar;COLOCAR;un;1.00
7610385123;REGULAMENTACAO, PLACAS DE;"VELOCIDADE MÁXIMA PERMITIDA - 20km/h""";retirar;RETIRAR;un;1.00
7610385123;REGULAMENTACAO, PLACAS DE;"VELOCIDADE MÁXIMA PERMITIDA - 20km/h""";recolocar;RECOLOCAR;un;1.00
7610388122;REGULAMENTACAO, PLACAS DE;PROIBIDO PARAR E ESTACIONAR - PERMITIDO EMBARQUE E DESEMBARQUE - ONIBUS - INICIO;colocar;COLOCAR;un;1.00
7610388122;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - Carga e Descarga - Permitida - Início;colocar;COLOCAR;un;1.00
7610389129;TINTA A FRIO;TINTA A FRIO;pint fxl;PINTAR FAIXAS E LINHAS;m2;5.72
7610389129;TINTA A FRIO;TINTA A FRIO;pint slg;PINTAR SIMBOLOS E LEGENDAS;m2;2.82
7710068120;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;1.00
7710068120;REGULAMENTACAO, PLACAS DE;ESTACIONAMENTO REGULAMENTADO - EMERGENCIA NA LINHA BRANCA - POR 15 MINUTOS - PISCA ALERTA ACESO -DOIS HORARIOS;colocar;COLOCAR;un;1.00
7710068120;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR - COM HORARIOS - CARGA E DESCARGA - PERMITIDA - TERMINO;remanejar;REMANEJAR;un;1.00
7710068120;TINTA A FRIO;TINTA A FRIO;pint slg;PINTAR SIMBOLOS E LEGENDAS;m2;1.76
7710068120;TINTA A FRIO;TINTA A FRIO;pint fxl;PINTAR FAIXAS E LINHAS;m2;2.28
7710095127;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;1.00
7710095127;REGULAMENTACAO, PLACAS DE;ESTACIONAMENTO REGULAMENTADO - EMERGENCIA NA LINHA BRANCA - POR 15 MINUTOS - PISCA ALERTA ACESO -DOIS HORARIOS;colocar;COLOCAR;un;1.00
7710095127;TINTA A FRIO;TINTA A FRIO;pint slg;PINTAR SIMBOLOS E LEGENDAS;m2;2.26
7710095127;TINTA A FRIO;TINTA A FRIO;pint fxl;PINTAR FAIXAS E LINHAS;m2;1.88
8010045055;ACESSORIOS TIPO CONVENCIONAIS;BOTOEIRA PARA PEDESTRES;colocar;COLOCAR;un;6.00
8010045055;ACESSORIOS TIPO CONVENCIONAIS;BOTOEIRA PARA PEDESTRES;retirar;RETIRAR;un;6.00
8010045055;ACESSORIOS TIPO CONVENCIONAIS;LENTE PARA GRUPO FOCAL CONVENCIONAL 200 MM;recolocar;RECOLOCAR;un;2.00
8010045055;ACESSORIOS TIPO SEMCO;ANTEPARO PARA GRUPO FOCAL SEMCO;colocar;COLOCAR;un;12.00
8010045055;ACESSORIOS TIPO SEMCO;ANTEPARO PARA GRUPO FOCAL SEMCO;retirar;RETIRAR;un;2.00
8010045055;ADVERTENCIA,PLACAS DE;Saliência ou Lombada - Seta à dirieta;remanejar;REMANEJAR;un;2.00
8010045055;ADVERTENCIA,PLACAS DE;Saliência ou Lombada - Seta à esquerda;remanejar;REMANEJAR;un;2.00
8010045055;ADVERTENCIA,PLACAS DE;ADVERTENCIA COMPLEMENTAR - A... METROS;colocar;COLOCAR;un;2.00
8010045055;ADVERTENCIA,PLACAS DE;SEMÁFORO À FRENTE;colocar;COLOCAR;un;2.00
8010045055;BRAÇOS;"BRAÇO PROJETADO EM SPU ( ALTURA LIVRE = 4,5 M ) - BR 3"" X 2.70 M";remanejar;REMANEJAR;un;1.00
8010045055;BRAÇOS;"BRAÇO PROJETADO EM SPU ( ALTURA LIVRE = 4,5 M ) - BR 3"" X 2.70 M";retirar;RETIRAR;un;1.00
8010045055;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;15.00
8010045055;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";remanejar;REMANEJAR;pc;5.00
8010045055;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";retirar;RETIRAR;pc;2.00
8010045055;CONTROLADORES CONVENCIONAIS;EF-20;retirar;RETIRAR;un;1.00
8010045055;CONTROLADORES ELETRÔNICOS;TESC/FLEXICON-III 12F;reprogram;REPROGRAMACAO DE CONTROLADORES SEMAFORICOS;un;2.00
8010045055;CONTROLADORES ELETRÔNICOS;TESC/FLEXICON-III 8F;retirar;RETIRAR;un;1.00
8010045055;CONTROLADORES ELETRÔNICOS;TESC/FLEXICON-III 8F;colocar;COLOCAR;un;1.00
8010045055;CONVENCIONAIS,BRAÇOS;BRAÃO PROJETADO PARA COLUNA 128 - SEMAFORICA;retirar;RETIRAR;un;2.00
8010045055;CONVENCIONAIS,BRAÇOS;BRAÃO PROJETADO PARA COLUNA 128 - SEMAFORICA;colocar;COLOCAR;un;7.00
8010045055;CONVENCIONAIS,BRAÇOS;COLUNA EXTENSÍVEL;retirar;RETIRAR;un;3.00
8010045055;CONVENCIONAIS,BRAÇOS;COLUNA EXTENSÍVEL;colocar;COLOCAR;un;8.00
8010045055;CONVENCIONAIS,COLUNAS;COLUNA SIMPLES (REPETIDOR);colocar;COLOCAR;un;6.00
8010045055;CONVENCIONAIS,COLUNAS;COLUNA SIMPLES (REPETIDOR);retirar;RETIRAR;un;5.00
8010045055;CONVENCIONAIS,GRUPOS FOCAIS;GRUPO FOCAL CONVENCIONAL PEDESTRE;colocar;COLOCAR;un;4.00
8010045055;CONVENCIONAIS,GRUPOS FOCAIS;GRUPO FOCAL CONVENCIONAL PEDESTRE;retirar;RETIRAR;un;4.00
8010045055;CONVENCIONAIS,GRUPOS FOCAIS;GRUPO FOCAL VEICULAR CONVENCIONAL 200 X 200 X 200 (REPETIDOR);retirar;RETIRAR;un;4.00
8010045055;CONVENCIONAIS,GRUPOS FOCAIS;GRUPO FOCAL VEICULAR CONVENCIONAL 200 X 200 X 200 (REPETIDOR);colocar;COLOCAR;un;8.00
8010045055;CONVENCIONAIS,GRUPOS FOCAIS;GRUPO FOCAL VEICULAR CONVENCIONAL 200 X 200 X 200 COM ANTEPARO (PROJETADO);colocar;COLOCAR;un;12.00
8010045055;CONVENCIONAIS,GRUPOS FOCAIS;GRUPO FOCAL VEICULAR CONVENCIONAL 200 X 200 X 200 COM ANTEPARO (PROJETADO);retirar;RETIRAR;un;2.00
8010045055;ESPECIAIS,PLACAS;PARA ATRAVESSAR APERTE O BOTÃO;colocar;COLOCAR;un;8.00
8010045055;ESPECIAIS,PLACAS;PARA ATRAVESSAR APERTE O BOTÃO;retirar;RETIRAR;un;6.00
8010045055;EXTRUDADO;EXTRUDADO;pint fxl;PINTAR FAIXAS E LINHAS;m2;71.00
8010045055;EXTRUDADO;EXTRUDADO;apagar;APAGAR;m2;47.00
8010045055;HOT-SPRAY;HOT SPRAY;apagar;APAGAR;m2;65.00
8010045055;HOT-SPRAY;HOT SPRAY;pint fxl;PINTAR FAIXAS E LINHAS;m2;81.00
8010045055;PRISMAS;PRISMA DE CONCRETO;colocar;COLOCAR;un;8.00
8010045055;REGULAMENTACAO, PLACAS DE; CIRCULACAO EXCLUSIVA DE ONIBUS - SO ONIBUS, COM HORARIOS ;remanejar;REMANEJAR;un;1.00
8010045055;REGULAMENTACAO, PLACAS DE; CIRCULACAO EXCLUSIVA DE ONIBUS - SO ONIBUS, COM HORARIOS ;retirar;RETIRAR;un;1.00
8010045055;REGULAMENTACAO, PLACAS DE;ESTACIONAMENTO REGULAMENTADO - EMERGENCIA NA LINHA BRANCA - POR 15 MINUTOS - PISCA ALERTA ACESO -DOIS HORARIOS;reposic;REPOSICIONAR;un;1.00
8010045055;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;remanejar;REMANEJAR;un;1.00
8010045055;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;colocar;COLOCAR;un;7.00
8010045055;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;retirar;RETIRAR;un;3.00
8010045055;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR -INICIO;colocar;COLOCAR;un;9.00
8010045055;REGULAMENTACAO, PLACAS DE;PROIBIDO RETORNAR;colocar;COLOCAR;un;5.00
8010045055;REGULAMENTACAO, PLACAS DE;PROIBIDO RETORNAR;retirar;RETIRAR;un;2.00
8010045055;REGULAMENTACAO, PLACAS DE;PROIBIDO VIRAR A DIREITA;colocar;COLOCAR;un;1.00
8010045055;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - 2ª a 6ª - 02 horários;colocar;COLOCAR;un;4.00
8010045055;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - Término;retirar;RETIRAR;un;1.00
8010045055;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - Término;colocar;COLOCAR;un;4.00
8010045055;REGULAMENTACAO, PLACAS DE;SENTIDO DE CIRCULAÇÃO DA VIA / PISTA;remanejar;REMANEJAR;un;5.00
8010045055;REGULAMENTACAO, PLACAS DE;SENTIDO DE CIRCULAÇÃO DA VIA / PISTA;retirar;RETIRAR;un;1.00
8010045055;REGULAMENTACAO, PLACAS DE;SENTIDO DE CIRCULAÇÃO DA VIA / PISTA;colocar;COLOCAR;un;5.00
8010045055;REGULAMENTACAO, PLACAS DE;Sentido Proibido;colocar;COLOCAR;un;1.00
8010045055;REGULAMENTACAO, PLACAS DE;Sentido Proibido;reposic;REPOSICIONAR;un;1.00
8010045055;REGULAMENTACAO, PLACAS DE;VELOCIDADE MAXIMA PERMITIDA;retirar;RETIRAR;un;2.00
8010045055;REGULAMENTACAO, PLACAS DE;VIRE A DIREITA;retirar;RETIRAR;un;1.00
8010045055;TACHOES;TACHAO MONODIRECIONAL AMARELO;colocar;COLOCAR;un;11.00
8010106062;OBRAS;;g.10.5;CONSTRUCAO DE BOCA DE LOBO OU DE LEAO DUPLA, INCLUSIVE ESCAVACAO FORNECIMENTO DE MATERIAIS E RECOMPOSICAO DO PAVIMENTO E DRENAGEM;un;1.00
8010106062;OBRAS;;g.7.5.4;CONSTRUCAO DE SARJETOES;m;75.00
8010106062;OBRAS;;g.9.7;IMPRIMACAO LIGANTE BETUMINOSA;m2;205.00
8010106062;OBRAS;;g.10.4;CONSTRUCAO DE BOCA DE LOBO OU LEAO SIMPLES, INCLUSIVE ESCAVACAO, FORNECIMENTO DE MATERIAIS E RECOMPOSICAO DO PAVIMENTO E DRENAGEM.;un;1.00
8010106062;OBRAS;;g.8.1;PAVIMENTO CIMENTADO DE 02 CM DE ESPESSURA INCLUSIVE REATERRO E BASE CONFORME SPT/TD/5/0008 REV. Z;m2;85.00
8010106062;OBRAS;;g.9.6;CAPA DE CONCRETO ASFALTICO USINADO A QUENTE;m3;10.00
8010106062;OBRAS;;g.7.4.2;CONSTRUCAO DE GUIAS COM FORNECIMENTO DE GUIAS TIPO PMSP-100;m;75.00
8010106062;OBRAS;;g.7.1;ARRANCAMENTO E REMOCAO DE GUIAS (SEM REAPROVEITAMENTO);m;75.00
8010110060;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";retirar;RETIRAR;pc;2.00
8010110060;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";remanejar;REMANEJAR;pc;1.00
8010110060;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;1.00
8010110060;EXTRUDADO;EXTRUDADO;pint slg;PINTAR SIMBOLOS E LEGENDAS;m2;3.00
8010110060;REGULAMENTACAO, PLACAS DE;PARADA OBRIGATORIA;colocar;COLOCAR;un;1.00
8010110060;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;colocar;COLOCAR;un;1.00
8010110060;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR - NA LINHA AMARELA COM HORARIO;retirar;RETIRAR;un;1.00
8010110060;REGULAMENTACAO, PLACAS DE;PROIBIDO PARAR E ESTACIONAR;remanejar;REMANEJAR;un;1.00
8010110060;REGULAMENTACAO, PLACAS DE;PROIBIDO PARAR E ESTACIONAR - INICIO;remanejar;REMANEJAR;un;1.00
8010110060;REGULAMENTACAO, PLACAS DE;PROIBIDO PARAR E ESTACIONAR - INICIO;retirar;RETIRAR;un;1.00
8010110060;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - Término;colocar;COLOCAR;un;1.00
8010110060;TINTA A FRIO;TINTA A FRIO;pint fxl;PINTAR FAIXAS E LINHAS;m2;4.50
8010114057;GRADIL DE CORRENTE;GRADIL PARA PEDESTRE;retirar;RETIRAR;m;6.00
8010114057;GRADIL DE CORRENTE;GRADIL PARA PEDESTRE;colocar;COLOCAR;m;30.35
8010126063;OBRAS;;g.10.1;ESCAVACAO EM POCOS E VALAS , SOLOS DE QUALQUER CATEGORIA EXCETO ROCHA, ATE 2,5 M DE PROFUNDIDADE (DRENAGEM);m3;1.00
8010140066;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;5.00
8010140066;EXTRUDADO;EXTRUDADO;pint slg;PINTAR SIMBOLOS E LEGENDAS;m2;2.72
8010140066;EXTRUDADO;EXTRUDADO;pint fxl;PINTAR FAIXAS E LINHAS;m2;123.70
8010140066;HOT-SPRAY;HOT SPRAY;pint fxl;PINTAR FAIXAS E LINHAS;m2;19.90
8010140066;REGULAMENTACAO, PLACAS DE;PASSAGEM OBRIGATORIA;colocar;COLOCAR;un;2.00
8010140066;REGULAMENTACAO, PLACAS DE;PROIBIDO RETORNAR;colocar;COLOCAR;un;1.00
8010140066;REGULAMENTACAO, PLACAS DE;SENTIDO DE CIRCULAÇÃO DA VIA / PISTA;colocar;COLOCAR;un;2.00
8010178055;OBRAS;;g.8.1;PAVIMENTO CIMENTADO DE 02 CM DE ESPESSURA INCLUSIVE REATERRO E BASE CONFORME SPT/TD/5/0008 REV. Z;m2;365.00
8010178055;OBRAS;;g.10.3;FORN/ ASSENT TUBO, PONTA E BOLSA DE CONCR SIMPL SOBRE LASTRO DE CONCR 5CM DE ESPES FCK15MPA, INCLUS COMPAC DO FUNDO DE VALA C/ 5CM DE BRITA, INCLUS DEMOL DE PAV,ESCAV,ATERRAM,COMPAC E RECOMPOS DO PAV;m;1.00
8010178055;OBRAS;;g.9.1;FRESAGEM DO PAVIMENTO ASFALTICO INCLUSIVE CARGA, TRANSPORTE E DESCARGA, ATE 25KM DE DISTANCIA ESPESSURA DE 04CM.;m2;230.00
8010178055;OBRAS;;g.8.6;DEMOLICAO DE LEITO NAO CARROCAVEL DE MATERIAIS  PROVENIENTES DE CALCADAS E JARDINS (ENTULHOS) MEDIDO NO CORTE, INCLUSIVE CARGA,TRANSPORTE E DESCARGA.;m3;6.00
8010178055;OBRAS;;g.9.8;DEMOLICAO E REMOCAO DE SUB-BASE, BASE E CAPA, INCLUSIVE CARGA, TRANSPORTE E DESCARGA.;m3;20.00
8010178055;OBRAS;;g.9.7;IMPRIMACAO LIGANTE BETUMINOSA;m2;240.00
8010178055;OBRAS;;g.9.3.1;RACHAO;m3;45.00
8010178055;OBRAS;;g.9.2.1;ABERTURA E PREPERO DE CAIXA ATE 40CM EM LEITO CARROCAVEL;m2;260.00
8010178055;OBRAS;;g.7.4.2;CONSTRUCAO DE GUIAS COM FORNECIMENTO DE GUIAS TIPO PMSP-100;m;195.00
8010178055;OBRAS;;g.9.6;CAPA DE CONCRETO ASFALTICO USINADO A QUENTE;m3;25.00
8010178055;OBRAS;;g.7.5.5;DEMOLICAO DE CONCRETO, SARJETAS OU SARJETOES, MEDIDO NO CORTE, INCLUSIVE REMOCAO;m3;12.00
8010178055;OBRAS;;g.7.5.3;CONSTRUCAO DE SARJETAS COM LARGURA ENTRE 40CM E 50CM.;m;195.00
8010178055;OBRAS;;g.7.1;ARRANCAMENTO E REMOCAO DE GUIAS (SEM REAPROVEITAMENTO);m;175.00
8010178055;OBRAS;;g.10.5;CONSTRUCAO DE BOCA DE LOBO OU DE LEAO DUPLA, INCLUSIVE ESCAVACAO FORNECIMENTO DE MATERIAIS E RECOMPOSICAO DO PAVIMENTO E DRENAGEM;un;1.00
8010194042;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";colocar;COLOCAR;pc;9.00
8010194042;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";retirar;RETIRAR;pc;6.00
8010194042;COLUNAS;"COLUNA SIMPLES ( POSTE PROPRIO ) - COL 2 1/2"" X 3.60 M";refixar;REFIXAR;pc;5.00
8010194042;ESPECIAIS,PLACAS;Seja Breve no Embarque e Desembarque;retirar;RETIRAR;un;2.00
8010194042;ESPECIAIS,PLACAS;DISPOSITIVOS E SINALIZAÇÃO DE ALERTA - MARCADOR DE PERIGO;colocar;COLOCAR;un;5.00
8010194042;ESPECIAIS,PLACAS;ENTRE COM CUIDADO NO AMARELO PISCANTE;colocar;COLOCAR;un;1.00
8010194042;EXTRUDADO;EXTRUDADO;pint fxl;PINTAR FAIXAS E LINHAS;m2;340.00
8010194042;EXTRUDADO;EXTRUDADO;apagar;APAGAR;m2;90.00
8010194042;EXTRUDADO;EXTRUDADO;pint slg;PINTAR SIMBOLOS E LEGENDAS;m2;4.00
8010194042;HOT-SPRAY;HOT SPRAY;pint fxl;PINTAR FAIXAS E LINHAS;m2;181.00
8010194042;REGULAMENTACAO, PLACAS DE; PROIBIDO ESTACIONAR -  NA LINHA AMARELA -  COM HORARIO;retirar;RETIRAR;un;1.00
8010194042;REGULAMENTACAO, PLACAS DE;"PROIBIDO PARAR E ESTACIONAR - INICIO	retirar	RETIRAR	un	1.00
8010194042	REGULAMENTACAO, PLACAS DE	PROIBIDO PARAR E ESTACIONAR""";retirar;RETIRAR;un;1.00
8010194042;REGULAMENTACAO, PLACAS DE;PROIBIDO TRANSITO DE CAMINHOES - COM HORARIOS - PERMITIDO CARTAO CAMINHAO (ZMRC);remanejar;REMANEJAR;un;1.00
8010194042;REGULAMENTACAO, PLACAS DE;CARGA E DESCARGA PERMITIDA - 2¦ A SAB. - COM HORARIO - DOM. QUALQUER HORA;retirar;RETIRAR;un;3.00
8010194042;REGULAMENTACAO, PLACAS DE;"ESTACIONAMENTO REGULAMENTADO - ""ONIBUS OU PERUA ESCOLAR"" - SEGUNDA A SEXTA E SABADO COM 3 HORARIOS";retirar;RETIRAR;un;1.00
8010194042;REGULAMENTACAO, PLACAS DE;ESTACIONAMENTO REGULAMENTADO - NA LINHA BRANCA - VEICULO ESCOLAR - COM 01 HORARIO;colocar;COLOCAR;un;1.00
8010194042;REGULAMENTACAO, PLACAS DE;PARADA OBRIGATORIA;colocar;COLOCAR;un;3.00
8010194042;REGULAMENTACAO, PLACAS DE;PASSAGEM OBRIGATORIA;retirar;RETIRAR;un;4.00
8010194042;REGULAMENTACAO, PLACAS DE;PASSAGEM OBRIGATORIA;colocar;COLOCAR;un;3.00
8010194042;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;remanejar;REMANEJAR;un;2.00
8010194042;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;colocar;COLOCAR;un;9.00
8010194042;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;substituir;SUBSTITUIR;un;1.00
8010194042;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR;retirar;RETIRAR;un;7.00
8010194042;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR - A QUALQUER HORA;retirar;RETIRAR;un;3.00
8010194042;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR - A QUALQUER HORA - TERMINO;retirar;RETIRAR;un;2.00
8010194042;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR - COM 1 HORARIO - TERMINO;reposic;REPOSICIONAR;un;1.00
8010194042;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR - NA LINHA AMARELA COM HORARIO;retirar;RETIRAR;un;2.00
8010194042;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR -INICIO;retirar;RETIRAR;un;1.00
8010194042;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR -INICIO;colocar;COLOCAR;un;2.00
8010194042;REGULAMENTACAO, PLACAS DE;PROIBIDO ESTACIONAR NA LINHA  AMARELA;retirar;RETIRAR;un;1.00
8010194042;REGULAMENTACAO, PLACAS DE;PROIBIDO PARAR E ESTACIONAR;colocar;COLOCAR;un;3.00
8010194042;REGULAMENTACAO, PLACAS DE;PROIBIDO PARAR E ESTACIONAR - TERMINO;colocar;COLOCAR;un;1.00
8010194042;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - 2ª a 6ª com 01 horário;retirar;RETIRAR;un;1.00
8010194042;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - 2ª a 6ª com 01 horário;remanejar;REMANEJAR;un;2.00
8010194042;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - 2ª a 6ª com 01 horário;substituir;SUBSTITUIR;un;2.00
8010194042;REGULAMENTACAO, PLACAS DE;Proibido Estacionar - Término;colocar;COLOCAR;un;5.00
8010194042;REGULAMENTACAO, PLACAS DE;SENTIDO DE CIRCULAÇÃO DA VIA / PISTA;substituir;SUBSTITUIR;un;5.00
8010194042;REGULAMENTACAO, PLACAS DE;SENTIDO DE CIRCULAÇÃO DA VIA / PISTA;retirar;RETIRAR;un;6.00
8010194042;REGULAMENTACAO, PLACAS DE;VIRE A DIREITA;colocar;COLOCAR;un;1.00
8010194042;REGULAMENTACAO, PLACAS DE;VIRE A ESQUERDA;substituir;SUBSTITUIR;un;1.00
8010194042;TACHOES;TACHAO BIDIRECIONAL AMARELO;retirar;RETIRAR;un;31.00
8010194042;TACHOES;TACHAO BIDIRECIONAL AMARELO;colocar;COLOCAR;un;162.00
8010194050;OBRAS;;g.8.1;PAVIMENTO CIMENTADO DE 02 CM DE ESPESSURA INCLUSIVE REATERRO E BASE CONFORME SPT/TD/5/0008 REV. Z;m2;700.00
8010194050;OBRAS;;g.9.1;FRESAGEM DO PAVIMENTO ASFALTICO INCLUSIVE CARGA, TRANSPORTE E DESCARGA, ATE 25KM DE DISTANCIA ESPESSURA DE 04CM.;m2;65.00
8010194050;OBRAS;;g.10.3;FORN/ ASSENT TUBO, PONTA E BOLSA DE CONCR SIMPL SOBRE LASTRO DE CONCR 5CM DE ESPES FCK15MPA, INCLUS COMPAC DO FUNDO DE VALA C/ 5CM DE BRITA, INCLUS DEMOL DE PAV,ESCAV,ATERRAM,COMPAC E RECOMPOS DO PAV;m;5.00
8010194050;OBRAS;;g.9.2.1;ABERTURA E PREPERO DE CAIXA ATE 40CM EM LEITO CARROCAVEL;m2;800.00
8010194050;OBRAS;;g.9.7;IMPRIMACAO LIGANTE BETUMINOSA;m2;1265.00
8010194050;OBRAS;;g.7.4.2;CONSTRUCAO DE GUIAS COM FORNECIMENTO DE GUIAS TIPO PMSP-100;m;220.00
8010194050;OBRAS;;g.8.6;DEMOLICAO DE LEITO NAO CARROCAVEL DE MATERIAIS  PROVENIENTES DE CALCADAS E JARDINS (ENTULHOS) MEDIDO NO CORTE, INCLUSIVE CARGA,TRANSPORTE E DESCARGA.;m3;45.00
8010194050;OBRAS;;g.9.5.2;BASE DE MACADAME BETUMINOSO;m3;100.00
